Date and Time,End Time,Duration (min),Activity,Quantity,Extra data,Text,Notes,Caregiver
11/11/2020 15:51,11/11/2020 16:12,20,Nursing,,,"Baby B nursed (18m left, 2m right)",,Mom
11/11/2020 14:31,11/11/2020 15:41,67,Sleep,,,Baby B slept (1h07m),,Mom
11/11/2020 14:21,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/11/2020 13:58,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/11/2020 13:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/11/2020 12:58,11/11/2020 13:12,13,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk (13m),,Mom
11/11/2020 11:31,11/11/2020 12:51,77,Sleep,,,Baby B slept (1h17m),,Mom
11/11/2020 10:57,,,Pumping,7.5,oz,7.5 oz Expressed,,Mom
11/11/2020 10:23,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/11/2020 10:03,11/11/2020 10:16,12,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk (12m),,Mom
11/11/2020 8:39,11/11/2020 9:51,72,Sleep,,,Baby B slept (1h12m),,Mom
11/11/2020 8:24,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
11/11/2020 7:42,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/11/2020 7:09,11/11/2020 7:32,20,Nursing,,,"Baby B nursed (16m right, 4m left)",,Mom
11/11/2020 4:38,11/11/2020 7:05,147,Sleep,,,Baby B slept (2h27m),,Mom
11/11/2020 4:20,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/11/2020 4:01,11/11/2020 4:31,26,Nursing,,,"Baby B nursed (14m left, 12m right)",,Mom
11/11/2020 0:54,11/11/2020 4:01,187,Sleep,,,Baby B slept (3h07m),,Mom
11/11/2020 0:42,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/11/2020 0:17,11/11/2020 0:50,29,Nursing,,,"Baby B nursed (20m right, 9m left)",,Mom
11/10/2020 19:33,11/11/2020 0:16,268,Sleep,,,Baby B slept (4h28m),,Mom
11/10/2020 19:15,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/10/2020 18:57,11/10/2020 19:10,12,Bottle,4,Milk,Baby B drank 4 oz of milk (12m),,Mom
11/10/2020 18:47,,,Weight,10.22,lbs,Baby B's weight: 10.22 lbs,,Dad
11/10/2020 18:47,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/10/2020 17:21,11/10/2020 18:05,44,Sleep,,,Baby B slept (44m),,Mom
11/10/2020 16:36,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/10/2020 15:53,11/10/2020 16:21,25,Nursing,,,"Baby B nursed (18m left, 7m right)",,Mom
11/10/2020 14:25,11/10/2020 15:38,73,Sleep,,,Baby B slept (1h13m),,Mom
11/10/2020 13:51,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/10/2020 13:16,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/10/2020 12:50,11/10/2020 13:27,36,Bottle,3.2,Milk,Baby B drank 3.25 oz of milk (36m),,Mom
11/10/2020 11:30,11/10/2020 12:40,70,Sleep,,,Baby B slept (1h10m),,Mom
11/10/2020 11:15,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/10/2020 10:41,,,Pumping,6,oz,6 oz Expressed,,Mom
11/10/2020 10:13,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/10/2020 9:53,11/10/2020 10:05,11,Bottle,3.8,Milk,Baby B drank 3.75 oz of milk (11m),,Mom
11/10/2020 8:25,11/10/2020 9:39,71,Sleep,,,Baby B slept (1h11m),,Mom
11/10/2020 8:13,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/10/2020 7:30,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/10/2020 6:51,11/10/2020 7:13,19,Nursing,,,"Baby B nursed (15m right, 4m left)",,Mom
11/10/2020 2:21,11/10/2020 6:47,266,Sleep,,,Baby B slept (4h26m),,Dad
11/10/2020 2:03,,,Diaper,,Wet,Baby B had a wet diaper (small),,Dad
11/10/2020 1:42,11/10/2020 2:09,21,Nursing,,,"Baby B nursed (12m left, 9m right)",,Mom
11/9/2020 22:54,11/10/2020 1:39,165,Sleep,,,Baby B slept (2h45m),,Mom
11/9/2020 22:40,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/9/2020 22:23,11/9/2020 22:48,20,Nursing,,,"Baby B nursed (10m right, 9m left)",,Mom
11/9/2020 19:55,11/9/2020 22:23,148,Sleep,,,Baby B slept (2h28m),,Mom
11/9/2020 19:55,,,Pumping,4.25,oz,4.25 oz Expressed,,Mom
11/9/2020 18:48,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
11/9/2020 18:45,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/9/2020 17:37,11/9/2020 18:10,33,Sleep,,,Baby B slept (33m),,Dad
11/9/2020 16:25,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/9/2020 15:50,11/9/2020 16:18,25,Nursing,,,"Baby B nursed (16m left, 9m right)",,Mom
11/9/2020 14:25,11/9/2020 15:43,78,Sleep,,,Baby B slept (1h18m),,Mom
11/9/2020 13:51,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/9/2020 13:21,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/9/2020 12:57,11/9/2020 13:15,18,Bottle,3,Milk,Baby B drank 3 oz of milk (18m),,Mom
11/9/2020 12:54,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/9/2020 11:37,11/9/2020 12:49,72,Sleep,,,Baby B slept (1h12m),,Mom
11/9/2020 11:02,,,Pumping,7.5,oz,7.5 oz Expressed,,Mom
11/9/2020 10:25,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/9/2020 10:06,11/9/2020 10:26,19,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk (19m),,Mom
11/9/2020 8:26,11/9/2020 9:59,93,Sleep,,,Baby B slept (1h33m),,Mom
11/9/2020 7:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/9/2020 7:04,11/9/2020 7:20,12,Nursing,,,"Baby B nursed (11m right, 1m left)",,Mom
11/9/2020 2:57,11/9/2020 7:00,243,Sleep,,,Baby B slept (4h03m),,Mom
11/9/2020 2:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/9/2020 2:27,11/9/2020 2:52,19,Nursing,,,"Baby B nursed (10m left, 9m right)",,Mom
11/8/2020 23:42,11/9/2020 2:26,164,Sleep,,,Baby B slept (2h44m),,Mom
11/8/2020 23:20,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/8/2020 23:01,11/8/2020 23:28,22,Nursing,,,"Baby B nursed (13m right, 9m left)",,Mom
11/8/2020 19:18,11/8/2020 22:59,221,Sleep,,,Baby B slept (3h41m),,Mom
11/8/2020 19:01,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/8/2020 18:45,11/8/2020 19:02,17,Bottle,2.2,Milk,Baby B drank 2.25 oz of milk (17m),,Mom
11/8/2020 18:32,,,Weight,10.14,lbs,Baby B's weight: 10.14 lbs,,Dad
11/8/2020 18:25,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/8/2020 17:00,11/8/2020 18:06,66,Sleep,,,Baby B slept (1h06m),,Mom
11/8/2020 16:26,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/8/2020 16:02,11/8/2020 16:19,15,Nursing,,,"Baby B nursed (11m right, 4m left)",,Mom
11/8/2020 14:39,11/8/2020 15:11,32,Sleep,,,Baby B slept (32m),,Dad
11/8/2020 14:00,,,Pumping,3.75,oz,3.75 oz Expressed,,Mom
11/8/2020 13:43,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Dad
11/8/2020 13:20,11/8/2020 13:36,15,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk (15m),,Mom
11/8/2020 11:19,11/8/2020 13:13,114,Sleep,,,Baby B slept (1h54m),,Mom
11/8/2020 10:39,,,Pumping,6.5,oz,6.5 oz Expressed,,Mom
11/8/2020 10:30,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/8/2020 10:15,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Dad
11/8/2020 9:12,11/8/2020 9:43,31,Sleep,,,Baby B slept (31m),,Mom
11/8/2020 9:00,,,Diaper,,Poopy,Baby B had a poopy diaper (large),,Dad
11/8/2020 7:57,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/8/2020 7:30,11/8/2020 7:45,12,Nursing,,,"Baby B nursed (7m left, 5m right)",,Mom
11/8/2020 5:35,11/8/2020 7:15,99,Sleep,,,Baby B slept (1h39m),,Dad
11/8/2020 5:22,11/8/2020 5:32,9,Nursing,,,Baby B nursed (9m right),,Mom
11/8/2020 3:44,11/8/2020 5:22,98,Sleep,,,Baby B slept (1h38m),,Mom
11/8/2020 3:29,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/8/2020 3:15,11/8/2020 3:36,17,Nursing,,,"Baby B nursed (10m left, 8m right)",,Mom
11/7/2020 23:27,11/8/2020 3:14,227,Sleep,,,Baby B slept (3h47m),,Mom
11/7/2020 23:16,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/7/2020 22:54,11/7/2020 23:22,23,Nursing,,,"Baby B nursed (11m right, 12m left)",,Mom
11/7/2020 19:20,11/7/2020 22:52,212,Sleep,,,Baby B slept (3h32m),,Mom
11/7/2020 18:55,11/7/2020 19:20,25,Bottle,3,Milk,Baby B drank 3 oz of milk (25m),,Dad
11/7/2020 18:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/7/2020 17:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/7/2020 16:52,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/7/2020 16:12,11/7/2020 16:45,31,Nursing,,,"Baby B nursed (18m right, 13m left)",,Mom
11/7/2020 14:30,11/7/2020 16:10,100,Sleep,,,Baby B slept (1h40m),,Dad
11/7/2020 14:04,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/7/2020 13:40,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/7/2020 13:10,,,Bottle,3.2,Milk,Baby B drank 3.25 oz of milk,,Dad
11/7/2020 12:38,11/7/2020 12:58,20,Sleep,,,Baby B slept (20m),,Mom
11/7/2020 11:25,11/7/2020 12:10,45,Sleep,,,Baby B slept (45m),,Mom
11/7/2020 10:56,,,Pumping,7.5,oz,7.5 oz Expressed,,Mom
11/7/2020 10:33,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/7/2020 10:12,11/7/2020 10:27,15,Bottle,3.8,Milk,Baby B drank 3.75 oz of milk (15m),,Dad
11/7/2020 9:48,11/7/2020 9:57,9,Sleep,,,Baby B slept (9m),,Dad
11/7/2020 8:54,11/7/2020 9:44,50,Sleep,,,Baby B slept (50m),,Dad
11/7/2020 7:10,11/7/2020 7:19,9,Nursing,,,Baby B nursed (9m right),,Mom
11/7/2020 7:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/7/2020 3:59,11/7/2020 6:56,177,Sleep,,,Baby B slept (2h57m),,Mom
11/7/2020 3:45,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/7/2020 3:31,11/7/2020 3:51,15,Nursing,,,"Baby B nursed (8m left, 7m right)",,Mom
11/7/2020 0:45,11/7/2020 3:29,164,Sleep,,,Baby B slept (2h44m),,Mom
11/7/2020 0:33,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/7/2020 0:11,11/7/2020 0:41,23,Nursing,,,"Baby B nursed (13m right, 10m left)",,Mom
11/6/2020 19:34,11/7/2020 0:11,277,Sleep,,,Baby B slept (4h37m),,Mom
11/6/2020 19:30,,,Pumping,5.5,oz,5.5 oz Expressed,,Mom
11/6/2020 18:40,11/6/2020 18:53,13,Bottle,3,Milk,Baby B drank 3 oz of milk (13m),,Dad
11/6/2020 18:30,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/6/2020 17:10,11/6/2020 17:57,47,Sleep,,,Baby B slept (47m),,Mom
11/6/2020 16:14,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/6/2020 15:40,11/6/2020 16:03,22,Nursing,,,"Baby B nursed (13m right, 8m left)",,Mom
11/6/2020 13:49,11/6/2020 15:26,78,Sleep,,,Baby B slept (1h18m),,Dad
11/6/2020 13:30,,,Pumping,3,oz,3 oz Expressed,,Mom
11/6/2020 13:12,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/6/2020 12:40,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Dad
11/6/2020 11:05,11/6/2020 12:31,86,Sleep,,,Baby B slept (1h26m),,Mom
11/6/2020 10:36,,,Pumping,6.25,oz,6.25 oz Expressed,,Mom
11/6/2020 10:12,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/6/2020 9:43,11/6/2020 10:13,29,Bottle,1.8,Milk,Baby B drank 1.78 oz of milk (29m),,Mom
11/6/2020 8:16,11/6/2020 9:31,75,Sleep,,,Baby B slept (1h15m),,Mom
11/6/2020 8:30,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (small),,Mom
11/6/2020 7:13,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/6/2020 6:43,11/6/2020 7:05,16,Nursing,,,"Baby B nursed (14m right, 2m left)",,Mom
11/6/2020 4:16,11/6/2020 6:34,139,Sleep,,,Baby B slept (2h19m),,Mom
11/6/2020 6:20,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/6/2020 3:53,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/6/2020 3:39,11/6/2020 4:02,18,Nursing,,,"Baby B nursed (9m left, 9m right)",,Mom
11/6/2020 0:30,11/6/2020 3:38,188,Sleep,,,Baby B slept (3h08m),,Mom
11/6/2020 0:18,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/6/2020 0:01,11/6/2020 0:26,20,Nursing,,,"Baby B nursed (12m right, 9m left)",,Mom
11/5/2020 19:21,11/6/2020 0:00,279,Sleep,,,Baby B slept (4h39m),,Mom
11/5/2020 19:29,,,Pumping,5,oz,5 oz Expressed,,Mom
11/5/2020 19:01,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/5/2020 18:53,11/5/2020 19:09,15,Bottle,2.8,Milk,Baby B drank 2.75 oz of milk (15m),,Mom
11/5/2020 17:50,11/5/2020 18:05,15,Sleep,,,Baby B slept (15m),,Mom
11/5/2020 17:39,,,Diaper,,Poopy,Baby B had a poopy diaper (small),,Mom
11/5/2020 16:50,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/5/2020 16:21,11/5/2020 16:49,26,Nursing,,,"Baby B nursed (19m left, 6m right)",,Mom
11/5/2020 15:34,11/5/2020 16:19,45,Sleep,,,Baby B slept (45m),,Mom
11/5/2020 14:47,11/5/2020 15:16,29,Sleep,,,Baby B slept (29m),,Mom
11/5/2020 13:34,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/5/2020 13:25,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/5/2020 13:05,,,Bottle,3,Milk,Baby B drank 3 oz of milk,,Mom
11/5/2020 11:40,11/5/2020 12:57,77,Sleep,,,Baby B slept (1h17m),,Mom
11/5/2020 10:48,,,Pumping,6,oz,6 oz Expressed,,Mom
11/5/2020 10:25,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/5/2020 10:05,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/5/2020 8:33,11/5/2020 9:54,81,Sleep,,,Baby B slept (1h21m),,Mom
11/5/2020 9:06,,,Pumping,1.5,oz,1.5 oz Expressed (L),,Mom
11/5/2020 8:17,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/5/2020 7:45,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/5/2020 7:12,11/5/2020 7:37,21,Nursing,,,"Baby B nursed (19m right, 1m left)",,Mom
11/5/2020 5:21,11/5/2020 7:02,101,Sleep,,,Baby B slept (1h41m),,Mom
11/5/2020 5:11,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/5/2020 4:55,11/5/2020 5:16,16,Nursing,,,"Baby B nursed (10m left, 7m right)",,Mom
11/5/2020 2:01,11/5/2020 4:53,172,Sleep,,,Baby B slept (2h52m),,Mom
11/5/2020 1:53,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/5/2020 1:32,11/5/2020 1:57,20,Nursing,,,"Baby B nursed (14m right, 6m left)",,Mom
11/4/2020 19:46,11/5/2020 1:31,346,Sleep,,,Baby B slept (5h46m),,Mom
11/4/2020 20:41,,,Weight,9.99,lbs,Baby B's weight: 9.99 lbs,,Mom
11/4/2020 19:44,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/4/2020 19:20,11/4/2020 19:30,10,Bottle,3,Milk,Baby B drank 3 oz of milk (10m),,Dad
11/4/2020 19:00,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/4/2020 16:54,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/4/2020 16:13,11/4/2020 16:42,27,Nursing,,,"Baby B nursed (19m right, 8m left)",,Mom
11/4/2020 14:59,11/4/2020 16:11,68,Sleep,,,Baby B slept (1h08m),,Mom
11/4/2020 14:25,,,Pumping,4,oz,4 oz Expressed,,Mom
11/4/2020 14:00,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/4/2020 13:20,,,Bottle,1.5,Milk,Baby B drank 1.5 oz of milk,,Mom
11/4/2020 11:53,11/4/2020 13:13,80,Sleep,,,Baby B slept (1h20m),,Mom
11/4/2020 10:48,,,Pumping,7.5,oz,7.5 oz Expressed,,Mom
11/4/2020 10:46,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/4/2020 10:22,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/4/2020 8:26,11/4/2020 10:18,112,Sleep,,,Baby B slept (1h52m),,Mom
11/4/2020 8:20,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/4/2020 7:38,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/4/2020 7:00,11/4/2020 7:16,16,Nursing,,,Baby B nursed (16m left),,Mom
11/4/2020 5:00,11/4/2020 6:36,95,Sleep,,,Baby B slept (1h35m),,Mom
11/4/2020 4:45,11/4/2020 4:52,7,Nursing,,,Baby B nursed (7m right),,Mom
11/4/2020 3:30,11/4/2020 4:44,74,Sleep,,,Baby B slept (1h14m),,Mom
11/4/2020 3:16,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/4/2020 2:59,11/4/2020 3:24,19,Nursing,,,"Baby B nursed (11m left, 8m right)",,Mom
11/4/2020 0:15,11/4/2020 2:59,164,Sleep,,,Baby B slept (2h44m),,Mom
11/4/2020 0:02,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/3/2020 23:43,11/4/2020 0:12,23,Nursing,,,"Baby B nursed (12m right, 11m left)",,Mom
11/3/2020 19:58,11/3/2020 23:43,226,Sleep,,,Baby B slept (3h46m),,Mom
11/3/2020 19:36,,,Pumping,5.5,oz,5.5 oz Expressed,,Mom
11/3/2020 19:31,,,Diaper,,Poopy,Baby B had a poopy diaper (medium),,Dad
11/3/2020 19:10,11/3/2020 19:25,15,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk (15m),,Dad
11/3/2020 19:08,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/3/2020 17:53,11/3/2020 18:34,41,Sleep,,,Baby B slept (41m),,Mom
11/3/2020 16:47,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/3/2020 16:08,11/3/2020 16:35,26,Nursing,,,"Baby B nursed (18m right, 8m left)",,Mom
11/3/2020 13:58,11/3/2020 15:57,119,Sleep,,,Baby B slept (1h59m),,Mom
11/3/2020 13:52,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/3/2020 13:31,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/3/2020 13:05,,,Bottle,2,Milk,Baby B drank 2 oz of milk,,Mom
11/3/2020 12:37,11/3/2020 12:59,22,Sleep,,,Baby B slept (22m),,Mom
11/3/2020 11:36,11/3/2020 11:58,22,Sleep,,,Baby B slept (22m),,Mom
11/3/2020 10:45,,,Pumping,4,oz,4 oz Expressed,,Mom
11/3/2020 10:25,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (large),,Mom
11/3/2020 10:00,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Mom
11/3/2020 8:32,11/3/2020 9:38,47,Sleep,,,Baby B slept (47m),,Mom
11/3/2020 9:10,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/3/2020 7:45,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/3/2020 7:08,11/3/2020 7:21,13,Nursing,,,Baby B nursed (13m right),,Mom
11/3/2020 4:16,11/3/2020 7:01,164,Sleep,,,Baby B slept (2h44m),,Mom
11/3/2020 3:49,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/3/2020 3:28,11/3/2020 4:05,27,Nursing,,,"Baby B nursed (14m left, 13m right)",,Mom
11/3/2020 0:10,11/3/2020 3:26,196,Sleep,,,Baby B slept (3h16m),,Mom
11/3/2020 0:01,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/2/2020 23:45,11/3/2020 0:06,15,Nursing,,,"Baby B nursed (9m right, 6m left)",,Mom
11/2/2020 19:29,11/2/2020 23:45,256,Sleep,,,Baby B slept (4h16m),,Mom
11/2/2020 19:24,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/2/2020 19:07,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Dad
11/2/2020 18:50,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/2/2020 18:45,,,Weight,9.86,lbs,Baby B's weight: 9.86 lbs,,Mom
11/2/2020 16:36,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/2/2020 15:58,11/2/2020 16:20,20,Nursing,,,"Baby B nursed (14m left, 6m right)",,Mom
11/2/2020 14:37,11/2/2020 15:52,75,Sleep,,,Baby B slept (1h15m),,Mom
11/2/2020 14:20,,,Pumping,3.5,oz,3.5 oz Expressed,,Mom
11/2/2020 13:41,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/2/2020 13:12,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Mom
11/2/2020 11:36,11/2/2020 13:07,90,Sleep,,,Baby B slept (1h30m),,Mom
11/2/2020 10:44,,,Pumping,3,oz,3 oz Expressed,,Mom
11/2/2020 10:43,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/2/2020 10:13,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Mom
11/2/2020 10:06,,,Diaper,,Wet,Baby B had a wet diaper (large),,Mom
11/2/2020 8:11,11/2/2020 10:02,108,Sleep,,,Baby B slept (1h48m),,Mom
11/2/2020 8:45,,,Pumping,6.5,oz,6.5 oz Expressed,,Mom
11/2/2020 7:49,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/2/2020 7:19,11/2/2020 7:37,12,Nursing,,,"Baby B nursed (9m right, 4m left)",,Mom
11/2/2020 5:41,11/2/2020 6:55,74,Sleep,,,Baby B slept (1h14m),,Mom
11/2/2020 5:30,,,Diaper,,Wet,Baby B had a wet diaper (large),,Dad
11/2/2020 5:15,11/2/2020 5:36,16,Nursing,,,"Baby B nursed (9m left, 7m right)",,Mom
11/2/2020 2:25,11/2/2020 5:13,168,Sleep,,,Baby B slept (2h48m),,Mom
11/2/2020 2:14,,,Diaper,,Wet,Baby B had a wet diaper (large),,Dad
11/2/2020 1:56,11/2/2020 2:18,14,Nursing,,,"Baby B nursed (11m right, 3m left)",,Mom
11/1/2020 19:15,11/2/2020 1:56,390,Sleep,,,Baby B slept (6h30m),,Mom
11/1/2020 20:27,11/1/2020 20:36,9,Nursing,,,Baby B nursed (9m left),,Mom
11/1/2020 19:48,,,Pumping,1,oz,1 oz Expressed,,Mom
11/1/2020 19:04,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/1/2020 18:44,,,Bottle,2,Milk,Baby B drank 2 oz of milk,,Mom
11/1/2020 16:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/1/2020 15:59,11/1/2020 16:16,17,Nursing,,,Baby B nursed (17m right),,Mom
11/1/2020 15:00,11/1/2020 15:48,48,Sleep,,,Baby B slept (48m),,Mom
11/1/2020 14:08,,,Pumping,4,oz,4 oz Expressed,,Mom
11/1/2020 13:35,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
11/1/2020 13:04,,,Bottle,2.5,Milk,Baby B drank 2.5 oz of milk,,Mom
11/1/2020 11:22,11/1/2020 13:00,99,Sleep,,,Baby B slept (1h39m),,Mom
11/1/2020 10:56,,,Pumping,2.5,oz,2.5 oz Expressed,,Mom
11/1/2020 10:24,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Dad
11/1/2020 10:02,,,Bottle,3.5,Milk,Baby B drank 3.5 oz of milk,,Mom
11/1/2020 8:31,11/1/2020 9:30,59,Sleep,,,Baby B slept (59m),,Dad
11/1/2020 8:30,,,Pumping,4.5,oz,4.5 oz Expressed,,Mom
11/1/2020 7:35,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
11/1/2020 7:13,11/1/2020 7:28,14,Nursing,,,Baby B nursed (14m right),,Mom
11/1/2020 4:30,11/1/2020 7:10,160,Sleep,,,Baby B slept (2h40m),,Mom
11/1/2020 4:18,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/1/2020 4:01,11/1/2020 4:24,18,Nursing,,,"Baby B nursed (9m left, 8m right)",,Mom
11/1/2020 1:20,11/1/2020 4:01,221,Sleep,,,Baby B slept (3h41m),,Dad
11/1/2020 1:11,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Dad
11/1/2020 0:53,11/1/2020 1:17,17,Nursing,,,"Baby B nursed (9m right, 8m left)",,Mom
10/31/2020 19:51,11/1/2020 0:53,302,Sleep,,,Baby B slept (5h02m),,Mom
10/31/2020 20:05,,,Pumping,4.75,oz,4.75 oz Expressed,,Mom
10/31/2020 19:00,,,Bottle,4,Milk,Baby B drank 4 oz of milk,,Mom
10/31/2020 18:56,,,Weight,9.89,lbs,Baby B's weight: 9.89 lbs,,Dad
10/31/2020 17:25,10/31/2020 18:20,55,Sleep,,,Baby B slept (55m),,Mom
10/31/2020 16:34,,,Diaper,,Poopy+Wet,Baby B had a poopy and wet diaper (medium),,Mom
10/31/2020 16:10,,,Diaper,,Wet,Baby B had a wet diaper (medium),,Mom
